,ni,nj,nk,disruption,name,confidence
mn0000390298,0.0,2.0,532.0,-0.003745318352059925,Michael Stearns,0.6637
mn0000809966,0.0,1.0,390.0,-0.0025575447570332483,Vidna Obmana,0.5964
mn0000285399,1.0,3.0,459.0,-0.004319654427645789,Robert Rich,0.6599
mn0002052323,1.0,0.0,5.0,0.16666666666666666,Franz Schalk,0.5896
mn0000146798,0.0,1.0,63.0,-0.015625,Jim Gaffigan,0.5803
mn0000615937,2.0,2.0,13.0,0.0,Brian Regan,0.4989
mn0000359551,1.0,0.0,872.0,0.001145475372279496,Karrin Allyson,0.5868
mn0000010756,1.0,0.0,152.0,0.006535947712418301,Patricia Barber,0.5895
mn0000324819,1.0,1.0,251.0,0.0,Jeri Southern,0.4945
mn0001242323,1.0,0.0,0.0,1.0,Komitas,0.5843
mn0000278644,1.0,1.0,380.0,0.0,Howard Shore,0.4982
mn0000861252,3.0,1.0,295.0,0.006688963210702341,Carrie Underwood,0.661
mn0000014548,2.0,0.0,85.0,0.022988505747126436,Tracy Nelson,0.666
mn0000601430,1.0,2.0,2625.0,-0.000380517503805175,Morphine,0.5828
mn0000596678,1.0,0.0,3031.0,0.00032981530343007914,Tin Huey,0.5976
mn0000939509,0.0,1.0,27.0,-0.03571428571428571,Bruce Fowler,0.5829
mn0000724720,0.0,1.0,330.0,-0.0030211480362537764,Donavon Frankenreiter,0.587
mn0000010332,2.0,1.0,78.0,0.012345679012345678,Steady B,0.584
mn0000838132,2.0,2.0,224.0,0.0,Just-Ice,0.5026
mn0000918392,2.0,0.0,76.0,0.02564102564102564,Pinch,0.667
mn0000580017,3.0,0.0,9.0,0.25,Molly O'Day,0.7338
mn0000222974,1.0,1.0,639.0,0.0,MDC,0.4966
mn0001173817,1.0,0.0,2.0,0.3333333333333333,Randall Thompson,0.5868
mn0000692077,4.0,0.0,7.0,0.36363636363636365,Robert Schumann,0.8059
mn0000207290,2.0,0.0,298.0,0.006666666666666667,DeVotchKa,0.6711
mn0001180370,2.0,1.0,30.0,0.030303030303030304,Max Reger,0.5818
mn0000206812,0.0,1.0,558.0,-0.0017889087656529517,Tussle,0.5906
mn0000120783,2.0,0.0,15.0,0.11764705882352941,Conjunto Bernal,0.6645
mn0000115399,2.0,0.0,24.0,0.07692307692307693,Kurt Rosenwinkel,0.6749
mn0000021292,2.0,3.0,105.0,-0.00909090909090909,Shenandoah,0.5782
mn0000806168,1.0,4.0,1112.0,-0.0026857654431512983,Veruca Salt,0.73
mn0000777841,0.0,1.0,88.0,-0.011235955056179775,J.C. Heard,0.5934
mn0000129414,1.0,0.0,14.0,0.06666666666666667,Larry Harlow,0.5874
mn0000218336,1.0,0.0,50.0,0.0196078431372549,Vincent Gallo,0.5922
mn0000202644,0.0,1.0,105.0,-0.009433962264150943,Doyle Lawson,0.591
mn0001322625,1.0,0.0,0.0,1.0,Ghetto Boys,0.5912
mn0000280292,2.0,0.0,73.0,0.02666666666666667,Piano Red,0.6692
mn0000861687,6.0,2.0,1103.0,0.0036003600360036,Nelly Furtado,0.7738
mn0000068424,1.0,0.0,511.0,0.001953125,The Fluid,0.5875
mn0000865678,0.0,1.0,24.0,-0.04,Neil Peart,0.5884
mn0000896600,1.0,0.0,1091.0,0.0009157509157509158,Otep,0.5902
mn0000140734,1.0,0.0,2.0,0.3333333333333333,Dog Eat Dog,0.5775
mn0000803481,2.0,0.0,83.0,0.023529411764705882,Erkin Koray,0.675
mn0000409696,1.0,0.0,711.0,0.0014044943820224719,Trevor Hall,0.5906
mn0000043097,0.0,1.0,7.0,-0.125,Benny Thomasson,0.5851
mn0000194907,0.0,1.0,349.0,-0.002857142857142857,Daz Dillinger,0.5858
mn0000790509,1.0,2.0,1022.0,-0.000975609756097561,Alphaville,0.5825
mn0000957256,0.0,1.0,178.0,-0.00558659217877095,Das Ich,0.5879
mn0000009575,1.0,0.0,4.0,0.2,Papa Cairo,0.5856
mn0000528480,0.0,1.0,33.0,-0.029411764705882353,Ellen Band,0.573
mn0001179262,1.0,1.0,48.0,0.0,Carl Ruggles,0.493
mn0000189701,4.0,0.0,12.0,0.25,Jean Shepard,0.8038
mn0000820999,3.0,0.0,39.0,0.07142857142857142,The Wilburn Brothers,0.7423
mn0000154797,0.0,3.0,1087.0,-0.0027522935779816515,Beachwood Sparks,0.7344
mn0000576315,1.0,2.0,1346.0,-0.0007412898443291327,Windy & Carl,0.5843
mn0000037645,1.0,0.0,379.0,0.002631578947368421,The Swingin' Medallions,0.5819
mn0000577701,1.0,1.0,33.0,0.0,A.R. Rahman,0.5019
mn0000203581,1.0,0.0,255.0,0.00390625,Weston,0.5971
mn0000325889,1.0,0.0,446.0,0.0022371364653243847,Petra Haden,0.592
mn0000795400,1.0,2.0,863.0,-0.0011547344110854503,Elliott,0.5867
mn0000616786,1.0,0.0,830.0,0.0012033694344163659,Jeffree Star,0.5848
mn0000228889,0.0,1.0,1108.0,-0.0009017132551848512,Jobriath,0.5954
mn0000010538,4.0,6.0,1368.0,-0.001451378809869376,Spandau Ballet,0.6493
mn0000474787,1.0,1.0,339.0,0.0,98°,0.5038
mn0000755496,7.0,2.0,1960.0,0.0025393600812595226,Silver Jews,0.8266
mn0000043088,1.0,0.0,1767.0,0.0005656108597285068,The Atomic Numbers,0.5871
mn0000787919,0.0,1.0,1892.0,-0.0005282620179609086,The Dirtbombs,0.5869
mn0000067686,1.0,0.0,43.0,0.022727272727272728,The Fondas,0.5888
mn0000397046,1.0,0.0,441.0,0.0022624434389140274,Maynard James Keenan,0.5787
mn0000188786,1.0,0.0,1294.0,0.0007722007722007722,Magic Hour,0.5853
mn0001714462,4.0,2.0,142.0,0.013513513513513514,Swedish House Mafia,0.6534
mn0000068584,0.0,1.0,64.0,-0.015384615384615385,The Challengers,0.5943
mn0000888484,4.0,0.0,746.0,0.005333333333333333,Michelle Branch,0.8017
mn0000358889,1.0,0.0,84.0,0.011764705882352941,Los Straitjackets,0.5889
mn0000159656,0.0,1.0,208.0,-0.004784688995215311,Shadowy Men on a Shadowy Planet,0.5825
mn0000476054,2.0,0.0,162.0,0.012195121951219513,Mickey Baker,0.6659
mn0000060429,0.0,1.0,72.0,-0.0136986301369863,Zez Confrey,0.5874
mn0000062761,2.0,1.0,495.0,0.002008032128514056,Devin the Dude,0.5837
mn0000300905,1.0,0.0,67.0,0.014705882352941176,Juggaknots,0.5892
mn0000132685,2.0,1.0,65.0,0.014705882352941176,Jimmy Work,0.5768
mn0000120163,2.0,0.0,272.0,0.0072992700729927005,Len,0.6721
mn0000569856,5.0,1.0,91.0,0.041237113402061855,Mance Lipscomb,0.7953
mn0000049806,5.0,8.0,99.0,-0.026785714285714284,Blind Boy Fuller,0.6986
mn0000760647,1.0,0.0,445.0,0.002242152466367713,Big Jack Johnson,0.5913
mn0000526302,6.0,2.0,423.0,0.009280742459396751,The Razorcuts,0.7709
mn0000236246,2.0,0.0,436.0,0.0045662100456621,Mark Isham,0.6655
mn0000167384,1.0,0.0,44.0,0.022222222222222223,Ben Neill,0.5925
mn0000659368,6.0,0.0,6.0,0.5,Gid Tanner,0.888
mn0003137203,0.0,1.0,217.0,-0.0045871559633027525,Not a Good Sign,0.5941
mn0000632020,1.0,1.0,267.0,0.0,Banco del Mutuo Soccorso,0.4927
mn0000842398,2.0,2.0,364.0,0.0,Tubby Hayes,0.4939
mn0000911827,1.0,1.0,569.0,0.0,Bat for Lashes,0.5006
mn0000604054,2.0,0.0,52.0,0.037037037037037035,Tipsy,0.663
mn0000932045,1.0,4.0,623.0,-0.004777070063694267,Atmosphere,0.7273
mn0000210509,2.0,0.0,166.0,0.011904761904761904,Ugly Duckling,0.6649
mn0000636044,0.0,4.0,183.0,-0.0213903743315508,The Cadillacs,0.8005
mn0000217200,1.0,2.0,745.0,-0.001336898395721925,Jonathan Fire*Eater,0.5789
mn0000407163,1.0,1.0,1851.0,0.0,Oneida,0.5065
mn0000179191,6.0,2.0,237.0,0.0163265306122449,Edie Brickell,0.7815
mn0003528237,1.0,0.0,64.0,0.015384615384615385,Kevin Krauter,0.5895
mn0000290197,3.0,0.0,168.0,0.017543859649122806,Plone,0.7308
mn0000893383,3.0,7.0,1058.0,-0.003745318352059925,The Muffs,0.7668
mn0000277009,1.0,0.0,135.0,0.007352941176470588,Ryoji Ikeda,0.592
mn0000143617,2.0,2.0,1518.0,0.0,Firewater,0.5051
mn0000757665,1.0,3.0,925.0,-0.002152852529601722,The Lounge Lizards,0.6588
mn0000109601,0.0,1.0,15.0,-0.0625,Laurie Beechman,0.5776
mn0000204305,1.0,5.0,1494.0,-0.0026666666666666666,Versus,0.7863
mn0000086733,1.0,1.0,143.0,0.0,Chisel,0.5003
mn0000164371,2.0,1.0,2199.0,0.00045413260672116256,Cobra Verde,0.5786
mn0000750511,0.0,1.0,19.0,-0.05,Terry Oldfield,0.6023
mn0000303651,2.0,6.0,125.0,-0.03007518796992481,Scientist,0.7827
mn0000594648,7.0,7.0,57.0,0.0,Adrian Sherwood,0.5065
mn0000242864,0.0,1.0,18.0,-0.05263157894736842,Linval Thompson,0.589
mn0000127301,0.0,2.0,319.0,-0.006230529595015576,Lamb,0.6708
mn0000210697,3.0,1.0,95.0,0.020202020202020204,Dub Syndicate,0.6663
mn0000334101,1.0,4.0,237.0,-0.012396694214876033,Max Romeo,0.7248
mn0000868982,0.0,1.0,459.0,-0.002173913043478261,Mecca Normal,0.5861
mn0000226010,0.0,1.0,137.0,-0.007246376811594203,Magellan,0.5825
mn0000011046,0.0,2.0,253.0,-0.00784313725490196,Tracy Bonham,0.6725
mn0000280692,1.0,0.0,666.0,0.0014992503748125937,Jill Sobule,0.5902
mn0000285221,1.0,0.0,2974.0,0.0003361344537815126,Robert Pollard,0.5844
mn0000123306,1.0,0.0,303.0,0.003289473684210526,Cyril Davies,0.5863
mn0000193802,3.0,2.0,128.0,0.007518796992481203,Warne Marsh,0.5795
mn0000825793,2.0,0.0,1475.0,0.0013540961408259986,Maria McKee,0.6641
mn0000838300,2.0,2.0,588.0,0.0,June Carter Cash,0.5034
mn0000087254,1.0,0.0,29.0,0.03333333333333333,Kelly Osbourne,0.5873
mn0001280332,2.0,0.0,375.0,0.005305039787798408,Fairweather,0.6693
mn0000094890,2.0,1.0,1134.0,0.0008795074758135445,The Legendary Pink Dots,0.5911
mn0000963005,6.0,1.0,571.0,0.00865051903114187,Will Smith,0.843
mn0000399733,6.0,1.0,219.0,0.022123893805309734,Nickel Creek,0.8359
mn0000938767,0.0,1.0,103.0,-0.009615384615384616,Byron Berline,0.5872
mn0000042798,1.0,0.0,12.0,0.07692307692307693,Solas,0.5859
mn0000130855,3.0,1.0,82.0,0.023255813953488372,Tony Rice,0.6608
mn0000016944,0.0,1.0,345.0,-0.002890173410404624,Alpha Blondy,0.5855
mn0000626774,1.0,0.0,155.0,0.00641025641025641,Bulletboys,0.5835
mn0000340152,1.0,3.0,1765.0,-0.0011305822498586771,Ratt,0.6653
mn0001195900,3.0,2.0,4.0,0.1111111111111111,Sergey Taneyev,0.5688
mn0000317716,7.0,0.0,4.0,0.6363636363636364,Pyotr Il'yich Tchaikovsky,0.9177
mn0000494537,5.0,7.0,30.0,-0.047619047619047616,Milt Hinton,0.6371
mn0000187907,1.0,0.0,97.0,0.01020408163265306,Don Omar,0.5826
mn0000374888,1.0,2.0,355.0,-0.002793296089385475,N.O.R.E.,0.5811
mn0000730425,1.0,1.0,22.0,0.0,Hector el Father,0.4966
mn0001173620,3.0,0.0,7.0,0.3,Claudio Monteverdi,0.7362
mn0000741692,0.0,1.0,95.0,-0.010416666666666666,Alexander Robotnick,0.5823
mn0000764834,0.0,6.0,730.0,-0.008152173913043478,Grifters,0.8874
mn0000783767,4.0,0.0,43.0,0.0851063829787234,Lars Hollmer,0.7891
mn0000673541,2.0,0.0,0.0,1.0,Henry Reed,0.6635
mn0000251033,7.0,0.0,68.0,0.09333333333333334,Pedro the Lion,0.9122
mn0001849332,1.0,1.0,24.0,0.0,Don Messer,0.5
mn0001340145,0.0,1.0,26.0,-0.037037037037037035,George Wade & His Cornhuskers,0.5809
mn0000849246,0.0,1.0,2087.0,-0.0004789272030651341,Jim Ford,0.5911
mn0000691371,1.0,5.0,1014.0,-0.00392156862745098,Avenged Sevenfold,0.7892
mn0000184826,1.0,1.0,206.0,0.0,Vaughan Brothers,0.4988
mn0000846357,1.0,0.0,1491.0,0.0006702412868632708,Crosby & Nash,0.5867
mn0000578264,1.0,0.0,935.0,0.0010683760683760685,theSTART,0.5912
mn0000633358,0.0,3.0,30.0,-0.09090909090909091,Danity Kane,0.736
mn0000784535,2.0,1.0,1299.0,0.0007680491551459293,The Donnas,0.5871
mn0001456424,1.0,0.0,2.0,0.3333333333333333,Georg Philipp Telemann,0.5903
mn0000371159,1.0,0.0,538.0,0.0018552875695732839,Gackt,0.5918
mn0000771916,1.0,0.0,801.0,0.0012468827930174563,Kip Hanrahan,0.5843
mn0001684919,0.0,1.0,318.0,-0.003134796238244514,Zodiac Mindwarp & the Love Reaction,0.5802
mn0001244944,0.0,1.0,2128.0,-0.0004697040864255519,Jörn Elling-Vuttke,0.5856
mn0000407986,3.0,1.0,207.0,0.009478672985781991,Melissa Manchester,0.6582
mn0000737886,3.0,5.0,355.0,-0.005509641873278237,Enrique Iglesias,0.6542
mn0000303541,4.0,0.0,58.0,0.06451612903225806,Rick Laird,0.7899
mn0000137292,6.0,0.0,5.0,0.5454545454545454,Dntel,0.8845
mn0000588867,1.0,0.0,19.0,0.05,Yoichi Nakao,0.589
mn0000337243,1.0,0.0,262.0,0.0038022813688212928,Maxwell Davis,0.5833
mn0000010895,0.0,2.0,523.0,-0.0038095238095238095,Tower Recordings,0.6696
mn0000215652,0.0,1.0,503.0,-0.001984126984126984,Lew Tabackin,0.591
mn0000197355,2.0,0.0,197.0,0.010050251256281407,Freeway,0.6641
mn0000609966,3.0,1.0,32.0,0.05555555555555555,The Highway Q.C.'s,0.6562
mn0000640338,1.0,8.0,117.0,-0.05555555555555555,The Caravans,0.9094
mn0000425212,1.0,1.0,48.0,0.0,The Sensational Nightingales,0.5062
mn0000035094,1.0,0.0,350.0,0.002849002849002849,The A-Bones,0.5885
mn0000896965,4.0,0.0,28.0,0.125,Mikey Dread,0.7914
mn0000133650,1.0,0.0,144.0,0.006896551724137931,Earlimart,0.5849
mn0000897214,3.0,2.0,1489.0,0.0006693440428380187,The Rutles,0.5871
mn0000688311,3.0,0.0,45.0,0.0625,Camille Saint-Saëns,0.7388
mn0000126903,2.0,0.0,123.0,0.016,Cindy Walker,0.6715
mn0000173770,2.0,0.0,1.0,0.6666666666666666,Fred Rose,0.6594
mn0000825387,1.0,3.0,1403.0,-0.0014214641080312722,Hothouse Flowers,0.6544
mn0000520033,0.0,3.0,2871.0,-0.0010438413361169101,The Boomtown Rats,0.7375
mn0000202187,2.0,1.0,58.0,0.01639344262295082,Ernest Ranglin,0.5892
mn0000945658,6.0,1.0,0.0,0.7142857142857143,George Lewis,0.8372
mn0000065749,0.0,1.0,585.0,-0.0017064846416382253,The Compulsive Gamblers,0.5889
mn0000027864,3.0,3.0,328.0,0.0,Andre Williams,0.502
mn0000037026,1.0,0.0,1724.0,0.0005797101449275362,The Bellamy Brothers,0.5895
mn0000757181,1.0,0.0,1116.0,0.0008952551477170994,Simply Saucer,0.5938
mn0000014329,3.0,0.0,1.0,0.75,Tramaine Hawkins,0.7356
mn0000394866,1.0,0.0,0.0,1.0,Adolphe Adam,0.5876
mn0001951380,0.0,1.0,496.0,-0.002012072434607646,Group Doueh,0.5878
mn0000610880,2.0,3.0,409.0,-0.0024154589371980675,Brad Paisley,0.5697
mn0000933458,6.0,0.0,262.0,0.022388059701492536,Akon,0.8855
mn0000832559,0.0,1.0,468.0,-0.0021321961620469083,Rocketship,0.586
mn0000230969,4.0,0.0,258.0,0.015267175572519083,The Wake,0.8005
mn0000788034,3.0,5.0,2420.0,-0.0008237232289950577,The Embarrassment,0.6415
mn0000690718,5.0,3.0,393.0,0.004987531172069825,Yolanda Adams,0.6589
mn0002284293,4.0,0.0,0.0,1.0,John Taverner,0.8019
mn0001432201,0.0,2.0,1.0,-0.6666666666666666,William Mundy,0.6713
mn0000847594,0.0,1.0,477.0,-0.0020920502092050207,Jim Cifelli,0.5938
mn0000177117,0.0,2.0,872.0,-0.002288329519450801,Faster Pussycat,0.6699
mn0000346705,1.0,0.0,25.0,0.038461538461538464,Jetboy,0.5956
mn0000661687,1.0,0.0,583.0,0.0017123287671232876,Egberto Gismonti,0.5818
mn0000821826,2.0,3.0,1155.0,-0.0008620689655172414,Liars,0.5817
mn0000205209,0.0,1.0,1229.0,-0.0008130081300813008,Duff McKagan,0.5827
mn0000636474,8.0,2.0,684.0,0.008645533141210375,Bunny Wailer,0.8613
mn0000111794,4.0,0.0,3.0,0.5714285714285714,Chico O'Farrill,0.7958
mn0000126168,1.0,0.0,645.0,0.0015479876160990713,Christina Milian,0.5969
mn0000658711,0.0,1.0,142.0,-0.006993006993006993,DJ Hurricane,0.5862
mn0000364861,5.0,1.0,128.0,0.029850746268656716,Rudy Ray Moore,0.7897
mn0000950203,4.0,0.0,159.0,0.024539877300613498,Hank Ballard & the Midnighters,0.8006
mn0000770595,1.0,0.0,429.0,0.002325581395348837,King Black Acid and the Womb Star Orchestra,0.5862
mn0000644587,0.0,1.0,1852.0,-0.0005396654074473826,Sherwood,0.5906
mn0000097949,1.0,1.0,962.0,0.0,The International Submarine Band,0.4956
mn0000788568,2.0,6.0,1568.0,-0.0025380710659898475,The Dillards,0.783
mn0000048743,1.0,0.0,505.0,0.001976284584980237,The Black Halos,0.5903
mn0000920939,2.0,2.0,773.0,0.0,The Undisputed Truth,0.495
mn0000759919,1.0,0.0,35.0,0.027777777777777776,Bo Weavil Jackson,0.5953
mn0000581262,0.0,3.0,2247.0,-0.0013333333333333333,Thomas Mapfumo,0.735
mn0000245117,1.0,0.0,0.0,1.0,Ramón Vargas,0.5867
mn0000042993,0.0,1.0,2361.0,-0.0004233700254022015,Sonny & Cher,0.5879
mn0000151808,2.0,0.0,21.0,0.08695652173913043,Don & Dewey,0.6695
mn0000929707,3.0,4.0,142.0,-0.006711409395973154,Arnett Cobb,0.5766
mn0000925244,0.0,1.0,1145.0,-0.0008726003490401396,Acid King,0.5958
mn0000463676,1.0,0.0,947.0,0.0010548523206751054,Yelawolf,0.5823
mn0000221722,1.0,0.0,440.0,0.0022675736961451248,MJG,0.592
mn0000688900,0.0,1.0,428.0,-0.002331002331002331,Young Buck,0.5816
mn0003159490,5.0,0.0,0.0,1.0,Michael Jackson,0.8529
mn0000802109,0.0,1.0,422.0,-0.002364066193853428,Chamillionaire,0.5919
mn0000656903,0.0,1.0,614.0,-0.0016260162601626016,NRG Ensemble,0.5905
mn0002459611,1.0,0.0,251.0,0.003968253968253968,Holy Ghost!,0.5862
mn0000614982,0.0,2.0,2193.0,-0.0009111617312072893,Brand X,0.6699
mn0001014395,1.0,0.0,362.0,0.0027548209366391185,Ladyhawke,0.5937
mn0000195373,2.0,1.0,387.0,0.002564102564102564,Cesária Évora,0.5829
mn0000583186,1.0,0.0,1565.0,0.0006385696040868455,The Woggles,0.5965
mn0000795271,1.0,0.0,756.0,0.001321003963011889,Eddie Gale,0.586
mn0000767129,2.0,0.0,1722.0,0.001160092807424594,The Heartbeats,0.6634
mn0000073046,3.0,0.0,16.0,0.15789473684210525,Ian Curtis,0.7311
mn0000956232,1.0,1.0,282.0,0.0,Black Milk,0.5042
mn0000223861,0.0,3.0,1794.0,-0.001669449081803005,Bloc Party,0.7359
mn0001028746,1.0,0.0,396.0,0.0025188916876574307,Colt Ford,0.592
mn0002852099,1.0,0.0,23.0,0.041666666666666664,Lapalux,0.5901
mn0000012140,1.0,1.0,63.0,0.0,Tony Martin,0.4925
mn0000238657,1.0,0.0,308.0,0.003236245954692557,"Johnny ""Dizzy"" Moore",0.5862
mn0000536035,6.0,0.0,66.0,0.08333333333333333,Buddy Emmons,0.8882
mn0000200129,0.0,1.0,12.0,-0.07692307692307693,DeVante Swing,0.59
mn0000953267,0.0,1.0,23.0,-0.041666666666666664,Dallas Austin,0.589
mn0002027849,1.0,0.0,201.0,0.0049504950495049506,Terror Danjah,0.5754
mn0000090563,0.0,1.0,267.0,-0.0037313432835820895,Kelly Willis,0.5878
mn0000608714,0.0,1.0,592.0,-0.0016863406408094434,Alan Silva,0.5918
mn0000976715,1.0,0.0,166.0,0.005988023952095809,Traxamillion,0.5896
mn0000795387,1.0,0.0,338.0,0.0029498525073746312,Eddie Shaw,0.5773
mn0000839559,4.0,1.0,266.0,0.01107011070110701,Julie Doiron,0.7266
mn0000690253,2.0,1.0,42.0,0.022222222222222223,Zao,0.5785
mn0000117490,4.0,0.0,105.0,0.03669724770642202,Chris Smither,0.8003
mn0000305541,1.0,0.0,62.0,0.015873015873015872,Percy Faith,0.5849
mn0000811234,4.0,2.0,201.0,0.00966183574879227,Dead Prez,0.6486
mn0001897176,0.0,1.0,1018.0,-0.0009813542688910696,Yummy Fur,0.5781
mn0000349707,1.0,0.0,533.0,0.0018726591760299626,Polyrock,0.5894
mn0000085021,0.0,4.0,191.0,-0.020512820512820513,Billy Boy Arnold,0.7962
mn0001098136,1.0,0.0,6.0,0.14285714285714285,The White Wires,0.5772
mn0000513852,1.0,0.0,899.0,0.0011111111111111111,The Cool Kids,0.5834
mn0000095188,1.0,0.0,13.0,0.07142857142857142,Inti-Illimani,0.5852
mn0000003069,0.0,1.0,2.0,-0.3333333333333333,Pablo Neruda,0.5869
mn0000965419,1.0,0.0,557.0,0.0017921146953405018,Zebra,0.5879
mn0000887638,3.0,6.0,656.0,-0.004511278195488722,Michael Hedges,0.7088
mn0000661026,1.0,0.0,86.0,0.011494252873563218,Grand Daddy I.U.,0.5885
mn0000748458,1.0,0.0,40.0,0.024390243902439025,Tell-Tale Hearts,0.59
mn0000852908,0.0,1.0,2048.0,-0.0004880429477794046,Plasticland,0.5897
mn0000097173,1.0,0.0,233.0,0.004273504273504274,Bonnie Tyler,0.5894
mn0000195237,1.0,2.0,2449.0,-0.0004078303425774878,Delaney & Bonnie,0.5817
mn0000171969,1.0,0.0,62.0,0.015873015873015872,Dismember,0.5797
mn0000458956,1.0,0.0,503.0,0.001984126984126984,My Brightest Diamond,0.5951
mn0000499303,2.0,0.0,68.0,0.02857142857142857,Oxbow,0.6695
mn0002329337,0.0,1.0,28.0,-0.034482758620689655,Street Smart Cyclist,0.5862
mn0000166486,2.0,0.0,0.0,1.0,Joseph Flummerfelt,0.6635
mn0000020050,1.0,3.0,2441.0,-0.0008179959100204499,Ten Years After,0.6634
mn0001002017,1.0,0.0,2984.0,0.00033500837520938025,Delta Spirit,0.5855
mn0000175525,6.0,2.0,1427.0,0.0027874564459930314,M83,0.7789
mn0000126048,2.0,2.0,514.0,0.0,The Fabulous Thunderbirds,0.5001
mn0000589209,0.0,1.0,303.0,-0.003289473684210526,Monica Zetterlund,0.5869
mn0000494091,1.0,0.0,1538.0,0.000649772579597141,The Pursuit of Happiness,0.592
mn0000380651,2.0,0.0,1536.0,0.0013003901170351106,Metric,0.673
mn0002170179,1.0,0.0,0.0,1.0,Rudolf Barshai,0.5788
mn0001961379,1.0,0.0,40.0,0.024390243902439025,Rio en Medio,0.593
mn0002034031,1.0,0.0,90.0,0.01098901098901099,Feathers,0.5852
mn0000165191,1.0,0.0,337.0,0.0029585798816568047,White Magic,0.5838
mn0000307493,1.0,0.0,0.0,1.0,Quando Quango,0.5964
mn0000081981,0.0,1.0,1490.0,-0.0006706908115358819,The Idle Race,0.5918
mn0000668986,1.0,0.0,494.0,0.00202020202020202,Dan Swanö,0.5862
mn0000121584,2.0,0.0,758.0,0.002631578947368421,Laraaji,0.6751
mn0000822148,3.0,0.0,5.0,0.375,Dimitri Tiomkin,0.7363
mn0001428305,3.0,0.0,5.0,0.375,Maurice Duruflé,0.7355
mn0000600920,1.0,0.0,182.0,0.00546448087431694,Agnetha Fältskog,0.5852
mn0000098081,2.0,2.0,492.0,0.0,Engelbert Humperdinck,0.5074
mn0000745915,3.0,3.0,176.0,0.0,Paul Anka,0.5047
mn0000766533,2.0,1.0,675.0,0.0014749262536873156,Bolt Thrower,0.5894
mn0000406390,0.0,2.0,731.0,-0.002728512960436562,Orange Goblin,0.6687
mn0000477086,0.0,1.0,70.0,-0.014084507042253521,Michel Delpech,0.5896
mn0000111969,2.0,0.0,3.0,0.4,Tye Tribbett,0.6742
mn0000987922,3.0,4.0,181.0,-0.005319148936170213,CeCe Winans,0.588
mn0000142834,1.0,3.0,60.0,-0.03125,Claude Young,0.6565
mn0000095243,4.0,0.0,436.0,0.00909090909090909,Kurt Cobain,0.7926
mn0000807294,2.0,1.0,555.0,0.0017921146953405018,Jóhann Jóhannsson,0.5846
mn0000586319,1.0,0.0,466.0,0.0021413276231263384,Mónica Naranjo,0.5881
mn0000771221,0.0,1.0,121.0,-0.00819672131147541,The Johnson Mountain Boys,0.5888
mn0000003182,1.0,6.0,625.0,-0.007911392405063292,Paris,0.8281
mn0000784189,2.0,2.0,420.0,0.0,The Coup,0.5031
mn0000847906,2.0,4.0,392.0,-0.005025125628140704,Jeru the Damaja,0.6482
mn0000889411,2.0,5.0,577.0,-0.005136986301369863,Onyx,0.7186
mn0000178654,0.0,4.0,9.0,-0.3076923076923077,Pat Metheny Group,0.7994
mn0000073204,3.0,0.0,132.0,0.022222222222222223,Bobby Digital,0.7347
mn0000285693,1.0,1.0,482.0,0.0,Robert Gordon,0.5062
mn0000886392,2.0,0.0,54.0,0.03571428571428571,Michael Mayer,0.6735
mn0001840362,1.0,0.0,12.0,0.07692307692307693,Paddy Goes to Holyhead,0.5892
mn0001019525,1.0,0.0,24.0,0.04,Brown Wing Overdrive,0.5944
mn0000172925,1.0,0.0,3658.0,0.00027329871549603714,Eugene Chadbourne,0.5868
mn0001398624,4.0,0.0,0.0,1.0,Johann Stamitz,0.7936
mn0000120254,0.0,1.0,158.0,-0.006289308176100629,JT the Bigga Figga,0.5878
mn0000643755,1.0,1.0,1141.0,0.0,Yeasayer,0.4976
mn0000671925,2.0,0.0,152.0,0.012987012987012988,Dälek,0.6739
mn0000803513,2.0,0.0,1798.0,0.0011111111111111111,The Dream Academy,0.6742
mn0000141500,2.0,0.0,298.0,0.006666666666666667,Basehead,0.6614
mn0002212979,1.0,0.0,46.0,0.02127659574468085,Russell Watson,0.5833
mn0000988193,1.0,0.0,60.0,0.01639344262295082,Cause for Alarm,0.5898
mn0000171994,1.0,1.0,2026.0,0.0,Joe South,0.494
mn0000359658,1.0,0.0,259.0,0.0038461538461538464,Kasey Chambers,0.5972
mn0000062002,1.0,3.0,1096.0,-0.0018181818181818182,Bachman-Turner Overdrive,0.6662
mn0000095596,1.0,1.0,242.0,0.0,Fred Hersch,0.5032
mn0000577358,5.0,2.0,452.0,0.006535947712418301,The Used,0.7196
mn0001967683,1.0,0.0,4.0,0.2,Reuben,0.5794
mn0000280956,1.0,1.0,1271.0,0.0,Rollins Band,0.5144
mn0000038805,2.0,5.0,977.0,-0.003048780487804878,Angie Stone,0.7228
mn0000157112,0.0,1.0,1640.0,-0.0006093845216331506,Greg Sage,0.5892
mn0000086774,3.0,4.0,2704.0,-0.00036886757654002215,J Mascis,0.5769
mn0000105292,1.0,0.0,548.0,0.0018214936247723133,Jad Fair,0.5908
mn0000281729,0.0,2.0,703.0,-0.0028368794326241137,Mark Arm,0.666
mn0000490141,1.0,2.0,2101.0,-0.0004752851711026616,The Weirdos,0.5903
mn0000107259,4.0,0.0,799.0,0.0049813200498132005,Jah Wobble,0.7902
mn0001842998,1.0,0.0,0.0,1.0,Ballinakill Traditional Players,0.5936
mn0000243745,1.0,0.0,3.0,0.25,Sam Sever,0.5942
